COUNTY, PRECINCT, Prct Seq            , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , COL1, BNAME1                                 , TALLY1, COL2, BNAME2                    , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                                        , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
  0017,        3, Pleasant Heights 9-2, USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    787,    2, Monty J. Lankford - (R)   ,    818,    3, James Anthony Gray - (I)   ,     18,    4, Kevin Ragsdale - (I)                          ,     10,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        5, Pleasant Heights 9-2, TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    542,    2, Tom DuBois - (R)          ,   1090,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        1, Porters Chapel 9-3  , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    177,    2, John McCain - (R)         ,    404,    3, Chuck Baldwin - (I)        ,      0,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      3,     ,                       ,      0,      ,        ,       0
  0018,        2, Porters Chapel 9-3  , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    166,    2, Lamar Alexander - (R)     ,    384,    3, Edward L. Buck - (I)       ,     10,    4, Christopher G. Fenner - (I)                   ,      1,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0018,        3, Porters Chapel 9-3  , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    330,    2, Monty J. Lankford - (R)   ,    210,    3, James Anthony Gray - (I)   ,     16,    4, Kevin Ragsdale - (I)                          ,     11,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        5, Porters Chapel 9-3  , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    296,    2, Tom DuBois - (R)          ,    259,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        1, Mt. Pleasant 10-1   , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,   1120,    2, John McCain - (R)         ,   1338,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                                ,      6,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      5,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),     10,     ,                       ,      0,      ,        ,       0
  0019,        2, Mt. Pleasant 10-1   , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    987,    2, Lamar Alexander - (R)     ,   1365,    3, Edward L. Buck - (I)       ,     34,    4, Christopher G. Fenner - (I)                   ,      9,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,      9,    7, Daniel Towers Lewis - (I),     11,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0019,        3, Mt. Pleasant 10-1   , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,   1522,    2, Monty J. Lankford - (R)   ,    746,    3, James Anthony Gray - (I)   ,     57,    4, Kevin Ragsdale - (I)                          ,     25,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        5, Mt. Pleasant 10-1   , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,   1415,    2, Tom DuBois - (R)          ,    912,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0020,        1, Rally Hill 11-1     , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    375,    2, John McCain - (R)         ,    710,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                                ,      3,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
  0020,        2, Rally Hill 11-1     , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    313,    2, Lamar Alexander - (R)     ,    723,    3, Edward L. Buck - (I)       ,     21,    4, Christopher G. Fenner - (I)                   ,      7,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      0,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0020,        3, Rally Hill 11-1     , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    509,    2, Monty J. Lankford - (R)   ,    499,    3, James Anthony Gray - (I)   ,     31,    4, Kevin Ragsdale - (I)                          ,     14,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0020,        5, Rally Hill 11-1     , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    500,    2, Tom DuBois - (R)          ,    536,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
